Comment,Designator,Footprint,LCSC
AO3401A,Q1,SOT-23,C15127
Conn_EYESPI,J14,G-Shell-FPC_1x18_P0.50mm_Horizontal,C21260844
43K,R7,R_0603_1608Metric,C23172
10K,"R1,R2,R3,R5",R_0402_1005Metric,C25744
15K,R4,R_0402_1005Metric,C25756
56K,R6,R_0402_1005Metric,C25796
Micro_SD_TF_PUSH,J4,TF-Push,C393941
